	Name	Beat	RMSE	MFCC	Tonality
0	./songs\5SecondsofSummer-Amnesia.mp3	103.359375	0.24649600878236497	0.9323207320480014	-0.006247397933758524
1	./songs\5SecondsOfSummer-GreenLight.mp3	143.5546875	0.2822825666166482	6.866429940249885	-0.004282810347225174
2	./songs\AdamLambert-BetterThanIKnowMyself.mp3	161.4990234375	0.23759597962581208	3.735760326706302	-0.0020291209523990543
3	./songs\AgainstTheCurrent-ForgetMeNow.mp3	95.703125	0.28463927828563684	7.153899445890755	-0.014981341422060422
4	./songs\AgainstTheCurrent-Wasteland.mp3	99.38401442307692	0.245135986902349	3.1660030822321796	-0.0188060703588112
5	./songs\AlanWalker-Faded.mp3	89.10290948275862	0.24805337866106805	4.955899312116386	-0.007440495273436769
6	./songs\AllTimeLow-Backseatserenade.mp3	143.5546875	0.25479025985218945	5.1929656633833945	-0.011551796686911479
7	./songs\AllTimeLow-OldScarsFutureHearts.mp3	172.265625	0.22758918740208597	5.202100669816575	-0.007164892550369836
8	./songs\AllTimeLow-StayAwake.mp3	161.4990234375	0.2734924273167801	5.153024103871167	0.013169412531822364
9	./songs\As_Long_As_You_Love_Me.mp3	99.38401442307692	0.1753435953115053	1.2640429470985401	0.024000223966814466
10	./songs\BackstreetBoys-Aslongyouloveme.mp3	99.38401442307692	0.1753435953115053	1.2640429470985401	0.024000223966814466
11	./songs\BackstreetBoys-Drowning.mp3	143.5546875	0.1762184127421678	0.4425188009391196	-0.00892738493579956
12	./songs\BackstreetBoys-IWantItThatWay.mp3	99.38401442307692	0.16702186674034314	-0.6334950268321276	-0.011561541114663986
13	./songs\BeaMiller-OpenYourEyes(DeepBlueSongspell).mp3	143.5546875	0.10926619223209406	-2.248464381682623	0.00953151204055851
14	./songs\Break_Your_Little_Heart.mp3	151.99908088235293	0.3235275797876599	7.106909924933088	-0.011412967434438521
15	./songs\BrittNicole-TheLostGetFound.mp3	92.28515625	0.08866728442774674	-0.5817910127877249	0.009491772303443205
16	./songs\CD9-Termino(O.M.G.).mp3	161.4990234375	0.29409175290414635	7.485638699289842	0.00756801180480336
17	./songs\CelineDion-MyHeartWillGoOn.mp3	99.38401442307692	0.055963057543540105	-5.081769402973925	0.012455149917340117
18	./songs\CharityVance-HelloChange.mp3	161.4990234375	0.16596715924518635	0.1275953595917072	-0.005981679179559131
19	./songs\CharityVance-IntoTheOcean.mp3	151.99908088235293	0.17242698148063268	1.3868558675333478	0.025942224561879924
20	./songs\ChristinaGrimmieandDiamondEyes-StayWithMe.mp3	143.5546875	0.2536613035581754	2.935659816913849	-0.009436037215798467
21	./songs\DemiLovato-Nightingale.mp3	143.5546875	0.19499240840744156	1.1826513990823952	-0.012816619780519938
22	./songs\EdSheeran-TheATeam.mp3	86.1328125	0.14408845112428934	-1.7306891261428188	-0.018406498848957474
23	./songs\Evanescence-BringMetoLife.mp3	95.703125	0.2300134064288015	4.268578462754137	0.01859964291397023
24	./songs\Faded.mp3	89.10290948275862	0.24805337866106805	4.955899312116386	-0.007440495273436769
25	./songs\Give_Me_a_Sign.mp3	78.30255681818181	0.3144633952769144	6.251002457877189	-0.01861210626771343
26	./songs\Hey,_Soul_Sister_-_Train.mp3	95.703125	0.2500212688369621	3.230779957841201	0.010204172248096666
27	./songs\ImagineDragons-Demons.mp3	172.265625	0.12009634986173486	-6.402243078802795	0.0098751702355831
28	./songs\Numb.mp3	112.34714673913044	0.2854867394523914	6.617474768764667	-0.014841821917747848
29	./songs\Oh,Come,AllYeFaithfulMusicVideoft.BYUVocalPointandBYUNoteworthy.mp3	80.74951171875	0.15545191932900934	-3.3950633213224157	0.021558984276590757
30	./songs\OneDirection-Moments.mp3	99.38401442307692	0.211360661679868	1.8533638870034732	-0.00766268814750246
31	./songs\OneDirection-NaNaNa.mp3	71.77734375	0.2289204378456874	3.7181121023097274	0.007845784468823244
32	./songs\OneDirection-SameMistakes.mp3	89.10290948275862	0.23826484040140294	5.708490541059986	0.009162366544429148
33	./songs\OneDirection-Taken.mp3	95.703125	0.22821000560693827	4.161504071418717	-0.0027973698093744785
34	./songs\OneDirection-Tellmealie.mp3	135.99917763157896	0.2412719482588373	6.195357454085236	0.014008583884066872
35	./songs\ShowMetheMeaningofBeingLonely-(www.SongsLover.com).mp3	83.35433467741936	0.17119835799447264	0.8594523378317923	-0.0064223976854411845
36	./songs\TaylorSwift-Red.mp3	123.046875	0.23145497162819942	2.9727025425496114	0.003186657541657402
